"","user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url","lat","lng","state"
"15307",2376709489,1100894872897289984,1551308765,"rvbertt","dawg the flu ain’t no joke","Twitter for iPhone",26,NA,NA,NA,FALSE,FALSE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/60edfde178b362ff.json","Portsmouth","Portsmouth, VA","city","United States","US","c(NA, NA)","c(NA, NA)","c(-76.420402, -76.291434, -76.291434, -76.420402, 36.786146, 36.786146, 36.897382, 36.897382)","https://twitter.com/rvbertt/status/1100894872897290240","👨🏻‍🔧","Norfolk, VA","@chargers enthusiast / i am literal garbage",NA,FALSE,176,97,0,2918,1717,1394175038,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/2376709489/1550027244","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1084648416628654080/If533eiF_normal.jpg",36.841764,-76.355918,"Virginia"
"15324",446603685,1100893576370829952,1551308456,"AshleyPorteeyo","Co-worker: ""The number of flu cases in the county went up by 200+ in one week. How do I do the math to get the percentage of the increase in cases?""

EVERYONE in the newsroom chuckles: ""We are journalists for a reason.""

And honestly, still not sure if we ever figured it out. 🤷🏻‍♀️","Twitter for iPhone",282,NA,NA,NA,FALSE,FALSE,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/a3d770a00f15bcb1.json","Corpus Christi","Corpus Christi, TX","city","United States","US","c(NA, NA)","c(NA, NA)","c(-97.662618, -97.202232, -97.202232, -97.662618, 27.578509, 27.578509, 27.895793, 27.895793)","https://twitter.com/AshleyPorteeyo/status/1100893576370839552","Ashley Portillo","Corpus Christi, TX","@KRIS6News Reporter | Proud @Templeuniv Alum | Dog lover | PA to TX | Story idea? aportillo@kristv.com | https://t.co/jEfq5hV8BN","https://t.co/ePBlLFxAhO",FALSE,1072,913,10,731,6065,1324854321,TRUE,"https://t.co/ePBlLFxAhO","http://kristv.com","en","https://pbs.twimg.com/profile_banners/446603685/1540653753","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1077736072430436358/3EDxskve_normal.jpg",27.737151,-97.432425,"Texas"
"15338",938280998,1100893002401280000,1551308320,"ashle_koehler","I better not be getting the flu stg","Twitter for iPhone",35,NA,NA,NA,FALSE,FALSE,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/e0060cda70f5f341.json","Texas","Texas, USA","admin","United States","US","c(NA, NA)","c(NA, NA)","c(-106.645646, -93.508131, -93.508131, -106.645646, 25.837092, 25.837092, 36.500695, 36.500695)","https://twitter.com/ashle_koehler/status/1100893002401284098","Ashh.🤙🏼","","There's no Y. Just Ashle.✌ If something makes you happy, then go for it❤",NA,FALSE,570,312,0,10026,4717,1352517352,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/938280998/1538877684","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1095560681150124033/ME0rjnaO_normal.jpg",31.1688935,-100.0768885,"Texas"
"15340",1312438920,1100892841042009984,1551308281,"VFranQuiLin","Damn flu! Just got back from the ER. Had to remember to remove my bra from my purse b4 going to the drugstore. @ Youngstown, Ohio https://t.co/eMkXmXZydl","Instagram",153,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,"instagram.com/vfranquilin/p/…","https://t.co/eMkXmXZydl","https://www.instagram.com/vfranquilin/p/BuZx9nxhTlo/?utm_source=ig_twitter_share&igshid=1ilsahb8lbbmc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/6e276f099bcab5b5.json","Youngstown","Youngstown, OH","city","United States","US","c(41.1001, -80.6495)","c(-80.6495, 41.1001)","c(-80.711161, -80.56792, -80.56792, -80.711161, 41.049898, 41.049898, 41.160644, 41.160644)","https://twitter.com/VFranQuiLin/status/1100892841042010113","V.FranQui","Ohio, USA","Just your normal sweet Midwestern girl that loves Impractical Jokers, Dave Hill, Valley Lodge ,comedy, music, horror movies, ethnic food, gaming, & smart dudes",NA,FALSE,378,790,0,19377,22028,1364527711,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/1312438920/1514016102","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1033569737689714689/g1mjv_KM_normal.jpg",41.1001,-80.6495,"Ohio"
"15355",464317242,1100891298221949952,1551307913,"BryceJones6","To everyone getting the flu thinking they need to go to the dr. You don’t. You have to let the flu run it’s course. They will only give you stuff to treat the symptoms. And you can do that with over the counter medicine.","Twitter for iPhone",220,NA,NA,NA,FALSE,FALSE,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/8427920cc8176b7c.json","Corydon","Corydon, IN","city","United States","US","c(NA, NA)","c(NA, NA)","c(-86.155205, -86.105924, -86.105924, -86.155205, 38.196842, 38.196842, 38.24823, 38.24823)","https://twitter.com/BryceJones6/status/1100891298221957121","Bryce Jones","Corydon, IN","",NA,FALSE,673,215,0,19944,26702,1326597228,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/464317242/1550763950","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1100655300733005825/9_jvc_RZ_normal.jpg",38.222536,-86.1305645,"Indiana"
"15362",528970936,1100890119068960000,1551307632,"Rustyg62","Would appreciate your prayers got the worse chills today that I’ve felt in a long time Dr said Tamiflu should knock it out . Just pray I don’t get anyone else sick . 😷🥵🤧🤒low grade fever too 😤 https://t.co/F5bzsfQH9a","Twitter for iPhone",191,NA,NA,NA,FALSE,FALSE,109,18,NA,NA,NA,NA,NA,"http://pbs.twimg.com/media/D0cluNiU8AAdar6.jpg","https://t.co/F5bzsfQH9a","https://twitter.com/Rustyg62/status/1100890119068966912/photo/1","photo","http://pbs.twimg.com/media/D0cluNiU8AAdar6.jpg","https://t.co/F5bzsfQH9a","https://twitter.com/Rustyg62/status/1100890119068966912/photo/1",NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/bd3d2074a33fbd06.json","Oklahoma","Oklahoma, USA","admin","United States","US","c(NA, NA)","c(NA, NA)","c(-103.0026515, -94.431332, -94.431332, -103.0026515, 33.615765, 33.615765, 37.002328, 37.002328)","https://twitter.com/Rustyg62/status/1100890119068966912","rusty gardner","Tahlequah , Ok./ greenville Ms","Blood bought child of the KING a 2nd Cor. 5:17 kinda guy . the old man is dead an gone . I’m happily married with 3 awesome boys . please no porn",NA,FALSE,2594,1195,10,8575,10098,1332117206,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/528970936/1549591933","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1098446017815605249/E2YCSh0y_normal.jpg",35.3090465,-98.71699175,"Oklahoma"
"15371",193978366,1100889566733570048,1551307500,"Kettles15","@johnbcrist is wrong to tell your parents to check their hearts after they miss 3 church services in a row? Call me old fashioned but “flu like symptoms” and a snow storm aren’t enough to keep you home.","Twitter for iPhone",202,NA,379415450,"johnbcrist",FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"379415450","johnbcrist","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/00278f1677a13e8d.json","Latham","Latham, NY","city","United States","US","c(NA, NA)","c(NA, NA)","c(-73.832933, -73.694717, -73.694717, -73.832933, 42.676375, 42.676375, 42.801868, 42.801868)","https://twitter.com/Kettles15/status/1100889566733578240","Kettles","","Its just me...",NA,FALSE,19,36,1,2122,409,1285212946,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/193978366/1348434623","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1155463501/41493_136000231_3432_q_normal.jpg",42.7391215,-73.763825,"New York"
"15393",269881809,1100887359682460032,1551306974,"gabbylovesworld","I haven’t had the stomach flu since I was 10 and it’s the worst","Twitter for iPhone",63,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/dce44ec49eb788f5.json","Irving","Irving, TX","city","United States","US","c(NA, NA)","c(NA, NA)","c(-97.034184, -96.888782, -96.888782, -97.034184, 32.771786, 32.771786, 32.956048, 32.956048)","https://twitter.com/gabbylovesworld/status/1100887359682461698","𝔅𝔯𝔦𝔡𝔢 𝔬𝔯 𝔡𝔦𝔢","Irving, TX","𝔅𝔯𝔦𝔡𝔢 𝔬𝔯 𝔡𝔦𝔢. Marrying @Luger9Official THIS Halloween 🖤",NA,FALSE,313,297,4,39771,9676,1300725047,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/269881809/1542069126","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1087795352684630018/TibmxG6v_normal.jpg",32.863917,-96.961483,"Texas"
"15398",612962146,1100887209907869952,1551306938,"KennyAndCrash","Your 2018 #NASCAR Cup Champ @joeylogano joins @foxsports910 next ahead of @ISMRaceway coming up March 8. 

We ask about his teammate @keselowski winning with the #flu, The changes to @ISMRaceway &amp; more","Twitter for iPhone",205,NA,NA,NA,FALSE,FALSE,1,2,"c(""NASCAR"", ""flu"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""234097254"", ""19097790"", ""19554713"", ""40745276"", ""19554713"")","c(""joeylogano"", ""foxsports910"", ""ISMRaceway"", ""keselowski"", ""ISMRaceway"")","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/5c62ffb0f0f3479d.json","Phoenix","Phoenix, AZ","city","United States","US","c(NA, NA)","c(NA, NA)","c(-112.3239143, -111.9254391, -111.9254391, -112.3239143, 33.29026, 33.29026, 33.8154652, 33.8154652)","https://twitter.com/KennyAndCrash/status/1100887209907871746","Kenny and Crash","Phoenix","#MARGA Making Afternoon Radio Great Again weekdays 1-4p on @FoxSports910 👑 got freak? @KennySargent @CrashGladys @rflores91 & @clancyscorner","https://t.co/7U4ondKF2Q",FALSE,4988,849,113,45030,13595,1340149504,FALSE,"https://t.co/7U4ondKF2Q","https://foxsports910.iheart.com/featured/the-freaks-with-kenny-crash/","en","https://pbs.twimg.com/profile_banners/612962146/1548309338","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1015704691173445633/4z2ibQMO_normal.jpg",33.5528626,-112.1246767,"Arizona"
"15417",3226822026,1100885194477890048,1551306458,"AndraeO_o","@L1LB4BY I got the flu","Twitter for iPhone",13,1.10089e+18,1.02658e+18,"L1LB4BY",FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.02658E+18","L1LB4BY","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/18810aa5b43e76c7.json","Dallas","Dallas, TX","city","United States","US","c(NA, NA)","c(NA, NA)","c(-96.977527, -96.54598, -96.54598, -96.977527, 32.620678, 32.620678, 33.019039, 33.019039)","https://twitter.com/AndraeO_o/status/1100885194477895681","🖕🏾😁🖕🏾","Project Baby ","I know life ain’t fair sometimes but Real Niggas Rare ⁶ 𓅓",NA,FALSE,2688,388,211,168234,13186,1432623443,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/3226822026/1551328945","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1089359971043762177/ZFvpyfdh_normal.jpg",32.8198585,-96.7617535,"Texas"
"15419",1026579435070409984,1100885081294540032,1551306431,"L1LB4BY","@AndraeO_o hope u got influenza.","Twitter for iPhone",21,1.10088e+18,3226822026,"AndraeO_o",FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3226822026","AndraeO_o","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/c818c25e43957fd3.json","Fort Hood","Fort Hood, TX","city","United States","US","c(NA, NA)","c(NA, NA)","c(-97.839309, -97.722373, -97.722373, -97.839309, 31.10447, 31.10447, 31.161093, 31.161093)","https://twitter.com/L1LB4BY/status/1100885081294544898","cool dad","","live alone. die alone.",NA,FALSE,1602,218,2,14917,21861,1533590585,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/1026579435070410752/1551672317",NA,"http://pbs.twimg.com/profile_images/1102422530541920256/6CSO35SL_normal.jpg",31.1327815,-97.780841,"Texas"
"15451",1008463064121949952,1100881352218630016,1551305542,"RAPtorAdventur1","@REDROMINA Looking forward to it. Hope ur head feels better soon. I'm fighting pneumonia but editing a vid for tonight too. Can't let it beat me 😉","Twitter for Android",135,1.10088e+18,8218062,"REDROMINA",FALSE,FALSE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8218062","REDROMINA","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/46eefbd4521bc929.json","Westminster","Westminster, MD","city","United States","US","c(NA, NA)","c(NA, NA)","c(-77.063895, -76.9327, -76.9327, -77.063895, 39.533477, 39.533477, 39.6212588, 39.6212588)","https://twitter.com/RAPtorAdventur1/status/1100881352218632192","RAPtor Adventures","Tampa, FL","📷🎤📽 Live Your Adventure, Appreciate The Journey - RAPtor Adventures #RaptorAdventures #Adventure #Travel #dailyvlog #Disney","https://t.co/oQGHyBOKrE",FALSE,1242,4847,1,625,2451,1529271305,FALSE,"https://t.co/oQGHyBOKrE","https://www.youtube.com/c/RAPtorAdventures","en","https://pbs.twimg.com/profile_banners/1008463064121954304/1548385408","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1009413696127287296/Mrn4C8DR_normal.jpg",39.5773679,-76.9982975,"Maryland"
"15452",1008463064121949952,1100813356427059968,1551289330,"RAPtorAdventur1","Trying to fight this pneumonia by staying positive and focusing on the Adventures ahead of us! It's so easy to be down on yourself when you're feeling like this but it's just not me. Please say a little prayer for me guys &amp; check out a vlog or 2 https://t.co/irqlX0Ykkq #WDW","Twitter for Android",278,NA,NA,NA,FALSE,FALSE,1,1,"WDW",NA,"youtube.com/c/RAPtorAdvent…","https://t.co/irqlX0Ykkq","https://www.youtube.com/c/RAPtorAdventures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/46eefbd4521bc929.json","Westminster","Westminster, MD","city","United States","US","c(NA, NA)","c(NA, NA)","c(-77.063895, -76.9327, -76.9327, -77.063895, 39.533477, 39.533477, 39.6212588, 39.6212588)","https://twitter.com/RAPtorAdventur1/status/1100813356427067393","RAPtor Adventures","Tampa, FL","📷🎤📽 Live Your Adventure, Appreciate The Journey - RAPtor Adventures #RaptorAdventures #Adventure #Travel #dailyvlog #Disney","https://t.co/oQGHyBOKrE",FALSE,1242,4847,1,625,2451,1529271305,FALSE,"https://t.co/oQGHyBOKrE","https://www.youtube.com/c/RAPtorAdventures","en","https://pbs.twimg.com/profile_banners/1008463064121954304/1548385408","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1009413696127287296/Mrn4C8DR_normal.jpg",39.5773679,-76.9982975,"Maryland"
"15453",1092557588653200000,1100881294278349952,1551305528,"DianaSalcido18","Flu clinic going on @SHOC 5415 Trowbridge #EPMedWaiver #EPHealth https://t.co/hAnpFeRaMe","Twitter for iPhone",64,NA,NA,NA,FALSE,FALSE,2,0,"c(""EPMedWaiver"", ""EPHealth"")",NA,NA,NA,NA,"http://pbs.twimg.com/media/D0cdsrMVsAIivGq.jpg","https://t.co/hAnpFeRaMe","https://twitter.com/DianaSalcido18/status/1100881294278352896/photo/1","photo","http://pbs.twimg.com/media/D0cdsrMVsAIivGq.jpg","https://t.co/hAnpFeRaMe","https://twitter.com/DianaSalcido18/status/1100881294278352896/photo/1",NA,"15228565","shoc","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/6a0a3474d8c5113c.json","El Paso","El Paso, TX","city","United States","US","c(NA, NA)","c(NA, NA)","c(-106.634874, -106.199987, -106.199987, -106.634874, 31.6206683, 31.6206683, 31.966068, 31.966068)","https://twitter.com/DianaSalcido18/status/1100881294278352896","Diana Salcido","","",NA,FALSE,4,12,0,5,1,1549321002,FALSE,NA,NA,"en",NA,NA,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",31.79336815,-106.4174305,"Texas"
"15456",158884773,1100880931106290048,1551305442,"x__Gawdess","Tristen just got out the hospital nooowwwww Kendall has the flu. I never catch a break 🤗🤗🤗","Twitter for iPhone",90,NA,NA,NA,FALSE,FALSE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/6057f1e35bcc6c20.json","South Carolina","South Carolina, USA","admin","United States","US","c(NA, NA)","c(NA, NA)","c(-83.353955, -78.499301, -78.499301, -83.353955, 32.04683, 32.04683, 35.215449, 35.215449)","https://twitter.com/x__Gawdess/status/1100880931106291712","Tieannaaa 🍭","Summerville, SC 🌴","21// Grateful // Humble// 🌹🍭","https://t.co/RXKQEiJdgc",FALSE,776,1071,3,35439,4643,1277332947,FALSE,"https://t.co/RXKQEiJdgc","https://itunes.apple.com/us/podcast/life-with-","en","https://pbs.twimg.com/profile_banners/158884773/1537148284","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1091507021130752001/dMvjTylq_normal.jpg",33.6311395,-80.926628,"South Carolina"
"15496",532366458,1100877216668349952,1551304556,"1dercub","@Stemcell_parent @KateofLate8 @ChristieLea @joe_cressy So the Tsixx chart looks like someone in grade 4 created it, just saying I’m questioning its authenticity. The second I get it but infantile/child death rates have been reduced since 1983, many cited are flu shots which to me is like taking an Advil. https://t.co/42K0h586w0","Twitter for iPhone",250,1.10087e+18,9.29054e+17,"Stemcell_parent",FALSE,FALSE,2,0,NA,NA,NA,NA,NA,"http://pbs.twimg.com/tweet_video_thumb/D0cZ_VjVAAAR2X1.jpg","https://t.co/42K0h586w0","https://twitter.com/1dercub/status/1100877216668356625/photo/1","photo","http://pbs.twimg.com/tweet_video_thumb/D0cZ_VjVAAAR2X1.jpg","https://t.co/42K0h586w0","https://twitter.com/1dercub/status/1100877216668356625/photo/1",NA,"c(""929054407517405184"", ""898258906635481090"", ""16222089"", ""416025003"")","c(""Stemcell_parent"", ""KateofLate8"", ""ChristieLea"", ""joe_cressy"")","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/3797791ff9c0e4c6.json","Toronto","Toronto, Ontario","city","Canada","CA","c(NA, NA)","c(NA, NA)","c(-79.639319, -78.90582, -78.90582, -79.639319, 43.403221, 43.403221, 43.855401, 43.855401)","https://twitter.com/1dercub/status/1100877216668356625","RESIST ✊🏼🏳️‍🌈","Toronto, Ontario","Opinions are my own. “Gossip is the devil’s telephone dear, best you just hang up.” Moira Rose (Schitt’s Creek)",NA,FALSE,67,259,1,1694,4938,1332340896,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/532366458/1540558432","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1005400155191836672/sjbZNGpZ_normal.jpg",43.629311,-79.2725695,NA
"15510",262725863,1100875671738419968,1551304188,"samirrraa","Day three of bed rest because of the flu and I’m going nuts. Never thought I’d say this but thank god i have work tomorrow.","Twitter for iPhone",123,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/51b45b88191c1a6e.json","Little Falls","Little Falls, NJ","city","United States","US","c(NA, NA)","c(NA, NA)","c(-74.25475, -74.190735, -74.190735, -74.25475, 40.859529, 40.859529, 40.8926252, 40.8926252)","https://twitter.com/samirrraa/status/1100875671738421258","samira","Rutherford, NJ","29. New Jersey. MSW, LSW. Fordham University & St. John’s University Alumni",NA,FALSE,316,463,1,7492,129,1299602710,FALSE,NA,NA,"en","https://pbs.twimg.com/profile_banners/262725863/1436118409","http://abs.twimg.com/images/themes/theme11/bg.gif","http://pbs.twimg.com/profile_images/1087094028557053952/8i6wy5Qb_normal.jpg",40.8760771,-74.2227425,"New Jersey"
"15550",890279297063288064,1100871497944569984,1551303192,"clitzenburgphd","I am prone to shoulds. I’m home with the flu &amp; they are still attacking me: “I should be catching up.” “I should be reading.” “I should be cleaning.” No! All I have to do is drink water &amp; sleep. Go away “shoulds” you are not welcome here.","Twitter for iPhone",246,NA,NA,NA,FALSE,FALSE,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/3df0e3eb1e91170b.json","Columbus","Columbus, OH","city","United States","US","c(NA, NA)","c(NA, NA)","c(-83.200169, -82.7713751, -82.7713751, -83.200169, 39.832013, 39.832013, 40.157354, 40.157354)","https://twitter.com/clitzenburgphd/status/1100871497944571904","Catrina C Litzenburg","Columbus, OH","#Psychologist @nationwidekids | Believer that all children should have access to quality #mentalhealth care | Michigan native, dog mom, #kubball fan [she/her]","https://t.co/eCciU2QGl2",FALSE,383,504,8,1491,3050,1501094099,FALSE,"https://t.co/eCciU2QGl2","http://www.nationwidechildrens.org/psychology-neuropsychology","en","https://pbs.twimg.com/profile_banners/890279297063288832/1501531533",NA,"http://pbs.twimg.com/profile_images/890282838557417473/2iXeN5fV_normal.jpg",39.9946835,-82.98577205,"Ohio"
"15560",865733091670674944,1100870710048640000,1551303005,"Barbara_YYC","Hi everyone, I was sick with the flu but I'm back and feeling better. My Wish for you all is to stay healthy, happy, have much laughter, friendship, to day and everyday❤ love you all so much 💚💚💚 Happy Wednesday everyone 💚💋💚💋💚💋💚💋💚💋 https://t.co/mzkV2LpDYP","Twitter for Android",230,NA,NA,NA,FALSE,FALSE,4,0,NA,NA,NA,NA,NA,"http://pbs.twimg.com/tweet_video_thumb/D0cUEk4U8AEib1z.jpg","https://t.co/mzkV2LpDYP","https://twitter.com/Barbara_YYC/status/1100870710048649217/photo/1","photo","http://pbs.twimg.com/tweet_video_thumb/D0cUEk4U8AEib1z.jpg","https://t.co/mzkV2LpDYP","https://twitter.com/Barbara_YYC/status/1100870710048649217/photo/1",NA,NA,NA,"en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://api.twitter.com/1.1/geo/id/53504716d445dcad.json","Calgary","Calgary, Alberta","city","Canada","CA","c(NA, NA)","c(NA, NA)","c(-114.3160379, -113.859664, -113.859664, -114.3160379, 50.84278, 50.84278, 51.212548, 51.212548)","https://twitter.com/Barbara_YYC/status/1100870710048649217","Barbie Joan","Marlborough Park, Calgary","Hi I'm Barbie Jo and I love life💚 My favorite colour is green & singing & dancing in the rain is awesome. I swim and ride my bike to stay in shape 💚 bj",NA,FALSE,759,277,2,8678,31866,1495241828,FALSE,NA,NA,"en",NA,NA,"http://pbs.twimg.com/profile_images/949487928434073600/kQCtsxuO_normal.jpg",51.027664,-114.087851,"Alberta"
